"","X.2","id","date","country.rf","hazard_type","hazard_subtype","trigger","trigger_name","fatalities","injuries","source_name","source_link","location_description","location_accuracy","hazard_size","distance","population.dis","countrycode.rf","continentcode","tstamp","latitude.dis","longitude.dis","magnitude","tsunami_ind","damage_range","houses_damaged","city_name","latitude.cit","longitude.cit","feature_class","feature_code","population.cit","elevation","average_elevation","timezone","X.rf","X.1","distance_between","X.br","mean.value.","country.br","rainfall_mm","countrycode.br"
"62",1724261,1656,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",25.70069,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0289,-43.489,NA,NA,NA,NA,"Mongagua",-24.09306,-46.62083,"P","PPLA2",45930,NA,8,"America/Sao_Paulo",NA,NA,33.8651543507959,NA,NA,NA,NA,NA
"63",1726272,1657,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",1.14326,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8926,-43.0987,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,62.2021867560459,NA,NA,NA,NA,NA
"64",1728283,1658,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",10,"Medium",4.04387,1002118,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.7483,-43.4887,NA,NA,NA,NA,"Francisco Sa",-16.47583,-43.48833,"P","PPL",13997,NA,650,"America/Sao_Paulo",NA,NA,68.288498344017,NA,NA,NA,NA,NA
"65",1730294,1659,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",8.69188,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9778,-43.2324,NA,NA,NA,NA,"Bernardino de Campos",-23.01306,-49.47417,"P","PPL",9342,NA,698,"America/Sao_Paulo",NA,NA,265.51426227978,NA,NA,NA,NA,NA
"66",1732305,1660,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",9.39788,0,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.7594,-43.1093,NA,NA,NA,NA,"Porto Real do Colegio",-10.18583,-36.84,"P","PPL",6001,NA,10,"America/Maceio",NA,NA,78.6059618720638,NA,NA,NA,NA,NA
"67",1734316,1661,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",8.45437,0,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.7694,-43.108,NA,NA,NA,NA,"Propria",-10.21111,-36.84028,"P","PPL",23786,NA,16,"America/Maceio",NA,NA,86.800843794876,NA,NA,NA,NA,NA
"68",1736327,1662,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",4.32828,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9399,-43.1943,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,62.9184974432031,NA,NA,NA,NA,NA
"69",1738338,1663,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",8.94746,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9801,-43.2328,NA,NA,NA,NA,"Bernardino de Campos",-23.01306,-49.47417,"P","PPL",9342,NA,698,"America/Sao_Paulo",NA,NA,253.862642773259,NA,NA,NA,NA,NA
"70",1740349,1664,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",9.61466,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9139,-43.0159,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,263.202717484271,NA,NA,NA,NA,NA
"71",1742360,1665,2010-04-06,"Brazil","landslide","Landslide","Downpour","",1,NA,"","","",1,"Medium",2.22813,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8988,-43.1175,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,112.872124904788,NA,NA,NA,NA,NA
"72",1744371,1666,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",9.51482,0,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8872,-42.9878,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,411.982097995805,NA,NA,NA,NA,NA
"73",1746382,1667,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",12.04688,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9131,-43.3857,NA,NA,NA,NA,"Santa Cruz do Rio Pardo",-22.89889,-49.6325,"P","PPL",37336,NA,472,"America/Sao_Paulo",NA,NA,167.875275210663,NA,NA,NA,NA,NA
"74",1748393,1668,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",2.56934,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9247,-43.1993,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,55.9691594388344,NA,NA,NA,NA,NA
"75",1750404,1669,2010-04-06,"Brazil","landslide","Landslide","Downpour","",NA,NA,"","","",1,"Medium",5.28651,17308,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.5527,-43.6897,NA,NA,NA,NA,"Mendes",-22.52667,-43.73278,"P","PPL",17308,NA,419,"America/Sao_Paulo",NA,NA,286.950847117537,NA,NA,NA,NA,NA
"76",1752415,1670,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",2.68607,62056,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.937,-42.4916,NA,NA,NA,NA,"Nova Vicosa",-17.89194,-39.37194,"P","PPL",55980,NA,8,"America/Bahia",NA,NA,110.415198430796,NA,NA,NA,NA,NA
"77",1754426,1671,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",1.13404,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8733,-43.1014,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,64.5169492867404,NA,NA,NA,NA,NA
"78",1756437,1672,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",15.07609,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0145,-43.2915,NA,NA,NA,NA,"Ipaucu",-23.05667,-49.62639,"P","PPL",10833,NA,575,"America/Sao_Paulo",NA,NA,315.474173069988,NA,NA,NA,NA,NA
"79",1758448,1673,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Small",8.94191,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.983,-43.1976,NA,NA,NA,NA,"Bernardino de Campos",-23.01306,-49.47417,"P","PPL",9342,NA,698,"America/Sao_Paulo",NA,NA,192.831761014939,NA,NA,NA,NA,NA
"80",1760459,1674,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",6.80953,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9138,-43.2728,NA,NA,NA,NA,"Rio de Janeiro",-22.90278,-43.2075,"P","PPLA",6023699,NA,5,"America/Sao_Paulo",NA,NA,262.508950205515,NA,NA,NA,NA,NA
"81",1762470,1675,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",25.10249,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0085,-43.527,NA,NA,NA,NA,"Nanuque",-17.83917,-40.35389,"P","PPL",37824,NA,108,"America/Sao_Paulo",NA,NA,115.036595507707,NA,NA,NA,NA,NA
"82",1764481,1676,2010-04-06,"Brazil","landslide","Landslide","Downpour","",NA,NA,"","","",1,"Medium",5.0858,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9196,-43.0732,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,59.6270662184319,NA,NA,NA,NA,NA
"83",1766492,1677,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",1.01079,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8901,-43.097,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,50.5296667534294,NA,NA,NA,NA,NA
"84",1768503,1678,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",6.14155,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9577,-43.1992,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,161.538546096509,NA,NA,NA,NA,NA
"85",1770514,1679,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",16.74423,100752,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9849,-43.697,NA,NA,NA,NA,"Jaru",-10.43889,-62.46639,"P","PPL",28015,NA,159,"America/Porto_Velho",NA,NA,303.306732364998,NA,NA,NA,NA,NA
"86",1772525,1680,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",4.82307,272691,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.5232,-43.2212,NA,NA,NA,NA,"Petropolis",-22.505,-43.17861,"P","PPL",272691,NA,819,"America/Sao_Paulo",NA,NA,262.107711225064,NA,NA,NA,NA,NA
"87",1774536,1681,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",8.37835,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9255,-43.2854,NA,NA,NA,NA,"Santa Cruz do Rio Pardo",-22.89889,-49.6325,"P","PPL",37336,NA,472,"America/Sao_Paulo",NA,NA,298.989624677288,NA,NA,NA,NA,NA
"88",1776547,1682,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",6.26133,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9593,-43.206,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,169.947942820325,NA,NA,NA,NA,NA
"89",1778559,1684,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.71231,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8547,-43.0848,NA,NA,NA,NA,"Encruzilhada do Sul",-30.54389,-52.52194,"P","PPL",17199,NA,431,"America/Sao_Paulo",NA,NA,74.2624273068229,NA,NA,NA,NA,NA
"90",1780570,1685,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",10.31768,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9229,-43.3057,NA,NA,NA,NA,"Santa Cruz do Rio Pardo",-22.89889,-49.6325,"P","PPL",37336,NA,472,"America/Sao_Paulo",NA,NA,227.474588464021,NA,NA,NA,NA,NA
"91",1782581,1686,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",6.43421,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9035,-43.0448,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,164.636385114698,NA,NA,NA,NA,NA
"92",1784592,1687,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",6.06545,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9417,-43.2491,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,171.726610286907,NA,NA,NA,NA,NA
"93",1786603,1688,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.21678,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9006,-43.0784,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,82.4961141706868,NA,NA,NA,NA,NA
"94",1788614,1689,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.34174,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9117,-43.0744,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,39.0761498801552,NA,NA,NA,NA,NA
"95",1790625,1690,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.87905,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9312,-43.1854,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,76.7539946161278,NA,NA,NA,NA,NA
"96",1792636,1691,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",27.14037,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0392,-43.5001,NA,NA,NA,NA,"Mongagua",-24.09306,-46.62083,"P","PPLA2",45930,NA,8,"America/Sao_Paulo",NA,NA,85.5047805528428,NA,NA,NA,NA,NA
"97",1794647,1692,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",6.96506,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9652,-43.1992,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,208.897693018806,NA,NA,NA,NA,NA
"98",1796658,1693,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",8.52056,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9223,-43.032,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,208.60592439462,NA,NA,NA,NA,NA
"99",1798669,1694,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.58816,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.923,-43.0907,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,68.0154509824711,NA,NA,NA,NA,NA
"100",1800680,1695,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.38381,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8547,-43.0921,NA,NA,NA,NA,"Encruzilhada do Sul",-30.54389,-52.52194,"P","PPL",17199,NA,431,"America/Sao_Paulo",NA,NA,57.9400669002538,NA,NA,NA,NA,NA
"101",1802691,1696,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.57487,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9149,-43.1109,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,102.986247431238,NA,NA,NA,NA,NA
"102",1804702,1697,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",11.27178,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9251,-43.3147,NA,NA,NA,NA,"Santa Cruz do Rio Pardo",-22.89889,-49.6325,"P","PPL",37336,NA,472,"America/Sao_Paulo",NA,NA,213.742631586885,NA,NA,NA,NA,NA
"103",1806713,1698,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",14.45301,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0099,-43.288,NA,NA,NA,NA,"Bernardino de Campos",-23.01306,-49.47417,"P","PPL",9342,NA,698,"America/Sao_Paulo",NA,NA,323.842893089392,NA,NA,NA,NA,NA
"104",1808724,1699,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",7.41844,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.962,-43.1737,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,221.000842088041,NA,NA,NA,NA,NA
"105",1810735,1700,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.82833,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9463,-43.2103,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,88.7778119486646,NA,NA,NA,NA,NA
"106",1812746,1701,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",6.06366,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9509,-43.2357,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,160.896804001266,NA,NA,NA,NA,NA
"107",1814757,1702,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.64404,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9363,-43.2347,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,110.951236341328,NA,NA,NA,NA,NA
"108",1816768,1703,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",0.87103,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8776,-43.0978,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,43.3172007263491,NA,NA,NA,NA,NA
"109",1818779,1704,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",1.02905,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8766,-43.0967,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,51.0728605492885,NA,NA,NA,NA,NA
"110",1820790,1705,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",7.46751,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9654,-43.2345,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,233.946250339331,NA,NA,NA,NA,NA
"111",1822801,1706,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",7.2432,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9619,-43.1773,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,213.708526615691,NA,NA,NA,NA,NA
"112",1824812,1707,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",1.29888,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8943,-43.1081,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,72.1292093672529,NA,NA,NA,NA,NA
"113",1826823,1708,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.51011,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9149,-43.1067,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,86.9635516266879,NA,NA,NA,NA,NA
"114",1828834,1709,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.31533,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9089,-43.0868,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,28.0962017780026,NA,NA,NA,NA,NA
"115",1830845,1710,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.31827,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9073,-43.0842,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,36.5753086996715,NA,NA,NA,NA,NA
"116",1832856,1711,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",8.58868,818329,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8549,-43.2742,NA,NA,NA,NA,"Mairi",-11.71139,-40.14889,"P","PPL",13471,NA,471,"America/Bahia",NA,NA,87.8055040122407,NA,NA,NA,NA,NA
"117",1834867,1712,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",0,NA,"","","",1,"Medium",2.31035,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8988,-43.0885,NA,NA,NA,NA,"Japoata",-10.34667,-36.80111,"P","PPL",4207,NA,88,"America/Maceio",NA,NA,92.1864816377581,NA,NA,NA,NA,NA
"118",1836878,1713,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",2.66427,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8887,-43.0783,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,106.52291560399,NA,NA,NA,NA,NA
"119",1838889,1714,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",0,NA,"","","",1,"Medium",4.7897,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.887,-43.0571,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,187.034529593479,NA,NA,NA,NA,NA
"120",1840900,1715,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",2.78414,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9033,-43.1201,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,142.925759617249,NA,NA,NA,NA,NA
"121",1842911,1716,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",12.02706,0,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9135,-42.9831,NA,NA,NA,NA,"Goiania",-16.67861,-49.25389,"P","PPLA",1171195,NA,766,"America/Sao_Paulo",NA,NA,311.128148583346,NA,NA,NA,NA,NA
"122",1844922,1717,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Small",12.85487,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9824,-43.2987,NA,NA,NA,NA,"Bernardino de Campos",-23.01306,-49.47417,"P","PPL",9342,NA,698,"America/Sao_Paulo",NA,NA,415.505377057589,NA,NA,NA,NA,NA
"123",1846933,1718,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",11.78815,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9766,-43.2903,NA,NA,NA,NA,"Bernardino de Campos",-23.01306,-49.47417,"P","PPL",9342,NA,698,"America/Sao_Paulo",NA,NA,411.483983048025,NA,NA,NA,NA,NA
"124",1848944,1719,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",7.95849,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9529,-43.2631,NA,NA,NA,NA,"Trindade",-16.64944,-49.48889,"P","PPL",97521,NA,768,"America/Sao_Paulo",NA,NA,248.402569293229,NA,NA,NA,NA,NA
"125",1850955,1720,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.18869,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8888,-43.0731,NA,NA,NA,NA,"Niteroi",-22.88333,-43.10361,"P","PPL",456456,NA,44,"America/Sao_Paulo",NA,NA,126.492133686711,NA,NA,NA,NA,NA
