city_name	latitude	longitude	feature_class	feature_code	country_code	population	elevation	average_elevation	timezone		
Nacka	59.31053	18.16372	P	PPLA2	SE	25170		49	Europe/Stockholm		
Myggenaes	58.06176	11.74936	P	PPL	SE	1460		22	Europe/Stockholm		
Munkfors	59.83856	13.54361	P	PPLA2	SE	2834		97	Europe/Stockholm		
Munkedal	58.46634	11.67345	P	PPLA2	SE	3910		24	Europe/Stockholm		
Munka-Ljungby	56.25	12.96667	P	PPL	SE	3148		23	Europe/Stockholm		
Mullsjoe	57.9171	13.87831	P	PPLA2	SE	5584		256	Europe/Stockholm		
Motala	58.53706	15.03649	P	PPLA2	SE	30944		107	Europe/Stockholm		
Mortnas	59.31667	18.45	P	PPL	SE	1291		33	Europe/Stockholm		
Moerrum	56.19281	14.74739	P	PPL	SE	3903		17	Europe/Stockholm		
Morgongava	59.93395	16.96353	P	PPL	SE	1441		75	Europe/Stockholm		
Moerbylanga	56.5248	16.37877	P	PPLA2	SE	1824		2	Europe/Stockholm		
Moerarp	56.05749	12.88018	P	PPL	SE	1935		50	Europe/Stockholm		
Mora	61.00704	14.54316	P	PPLA2	SE	12602		162	Europe/Stockholm		
Moensteras	57.04134	16.44463	P	PPLA2	SE	4998		8	Europe/Stockholm		
Moelnlycke	57.65893	12.11792	P	PPLA2	SE	17579		55	Europe/Stockholm		
Moelndal	57.6554	12.01378	P	PPLA2	SE	59430		9	Europe/Stockholm		
Moelnbo	59.05	17.41667	P	PPL	SE	1089		57	Europe/Stockholm		
Moelltorp	58.5	14.4	P	PPL	SE	1047		98	Europe/Stockholm		
Molkom	59.60057	13.72115	P	PPL	SE	1896		80	Europe/Stockholm		
Moheda	57	14.56667	P	PPL	SE	1880		170	Europe/Stockholm		
Mockfjaerd	60.5	14.96667	P	PPL	SE	1920		177	Europe/Stockholm		
Mjoelby	58.32595	15.12365	P	PPLA2	SE	12858		121	Europe/Stockholm		
Mjallby	56.68333	12.76667	P	PPL	SE	1272		23	Europe/Stockholm		
Mjaellby	56.05	14.68333	P	PPL	SE	1319		11	Europe/Stockholm		
Mellerud	58.69979	12.45312	P	PPLA2	SE	3797		64	Europe/Stockholm		
Mellbystrand	56.48561	12.93958	P	PPL	SE	3412		-9999	Europe/Stockholm		
Matfors	62.34864	17.03173	P	PPL	SE	3437		36	Europe/Stockholm		
Maersta	59.62157	17.85476	P	PPL	SE	27034		19	Europe/Stockholm		
Markaryd	56.46135	13.59644	P	PPLA2	SE	4664		109	Europe/Stockholm		
Mariestad	58.70971	13.82367	P	PPLA2	SE	16122		56	Europe/Stockholm		
Marieholm	57.38333	13.85	P	PPL	SE	1578		226	Europe/Stockholm		
Marieholm	55.86667	13.15	P	PPL	SE	1604		33	Europe/Stockholm		
Mariefred	59.25963	17.223	P	PPL	SE	3911		11	Europe/Stockholm		
Mariannelund	57.61667	15.56667	P	PPL	SE	1503		147	Europe/Stockholm		
Mantorp	58.35	15.28333	P	PPL	SE	3781		115	Europe/Stockholm		
Malung	60.68329	13.71542	P	PPLA2	SE	4927		300	Europe/Stockholm		
Malmslaett	58.41102	15.51647	P	PPL	SE	5074		88	Europe/Stockholm		
Malmoe	55.60587	13.00073	P	PPLA	SE	301706	10	12	Europe/Stockholm		
Malmkoeping	59.13333	16.73333	P	PPL	SE	2106		59	Europe/Stockholm		
Malmbaeck	57.57667	14.4617	P	PPL	SE	1087		285	Europe/Stockholm		
Malilla	57.38773	15.80675	P	PPL	SE	1348		97	Europe/Stockholm		
Mala	65.18501	18.74243	P	PPLA2	SE	2043		324	Europe/Stockholm		
Lysekil	58.27429	11.43576	P	PPLA2	SE	7734		12	Europe/Stockholm		
Lycksele	64.59537	18.67351	P	PPLA2	SE	8545		224	Europe/Stockholm		
Lund	55.70584	13.19321	P	PPLA2	SE	87244		51	Europe/Stockholm		
Ludvika	60.14959	15.18776	P	PPLA2	SE	15245		143	Europe/Stockholm		
Loevstaloet	59.9574	17.57826	P	PPL	SE	1399		29	Europe/Stockholm		
Loensboda	56.4	14.31667	P	PPL	SE	1986		140	Europe/Stockholm		
Lomma	55.67244	13.06849	P	PPLA2	SE	12368		1	Europe/Stockholm		
Loedoese	58.02994	12.15934	P	PPL	SE	1540		48	Europe/Stockholm		
Loeddekoepinge	55.76667	13.01667	P	PPL	SE	6481		10	Europe/Stockholm		
Loeberoed	55.7761	13.52414	P	PPL	SE	1251		122	Europe/Stockholm		
Ljusne	61.2117	17.1279	P	PPL	SE	1946		2	Europe/Stockholm		
Ljusdal	61.82883	16.09126	P	PPLA2	SE	7259		132	Europe/Stockholm		
Ljungskile	58.22452	11.92014	P	PPL	SE	3689	10	4	Europe/Stockholm		
Ljungsbro	58.51667	15.5	P	PPL	SE	6763		68	Europe/Stockholm		
Ljunghusen	55.39793	12.92486	P	PPL	SE	2444		6	Europe/Stockholm		
Ljungbyholm	56.63333	16.16667	P	PPL	SE	1725		17	Europe/Stockholm		
Ljungbyhed	56.07437	13.2401	P	PPL	SE	2127		46	Europe/Stockholm		
Ljungby	56.83324	13.94082	P	PPLA2	SE	15785		142	Europe/Stockholm		
Lit	63.32029	14.84594	P	PPL	SE	1117		279	Europe/Stockholm		
Linkoeping	58.41086	15.62157	P	PPLA	SE	106502		58	Europe/Stockholm		
Linghem	58.43333	15.78333	P	PPL	SE	2853		56	Europe/Stockholm		
Lindsdal	56.73333	16.3	P	PPL	SE	5709		18	Europe/Stockholm		
Lindome	57.56667	12.08333	P	PPL	SE	10942		11	Europe/Stockholm		
Lindoe	58.61667	16.25	P	PPL	SE	4763		-9999	Europe/Stockholm		
Lindholmen	59.58333	18.1	P	PPL	SE	1146		43	Europe/Stockholm		
Lindesberg	59.59202	15.2304	P	PPLA2	SE	9571		74	Europe/Stockholm		
Limmared	57.53592	13.35566	P	PPL	SE	1434		169	Europe/Stockholm		
Lilla Edet	58.13333	12.13333	P	PPLA2	SE	3772		41	Europe/Stockholm		
Lidkoeping	58.50517	13.15765	P	PPLA2	SE	22988		52	Europe/Stockholm		
Lidingoe	59.36667	18.13333	P	PPLA2	SE	42466		30	Europe/Stockholm		
Lessebo	56.75185	15.26969	P	PPLA2	SE	2857		164	Europe/Stockholm		
Lerum	57.77051	12.26904	P	PPLA2	SE	26913		20	Europe/Stockholm		
Lenhovda	57	15.28333	P	PPL	SE	1762		266	Europe/Stockholm		
Leksand	60.7303	14.99994	P	PPLA2	SE	6107		163	Europe/Stockholm		
Laxa	58.9863	14.61904	P	PPLA2	SE	3125		99	Europe/Stockholm		
Langvik	59.24583	18.51667	P	PPL	SE	1206		38	Europe/Stockholm		
Langshyttan	60.45238	16.03831	P	PPL	SE	1609		90	Europe/Stockholm		
Langsele	63.18333	17.06667	P	PPL	SE	1642		76	Europe/Stockholm		
Laenghem	57.6	13.23333	P	PPL	SE	1086		181	Europe/Stockholm		
Landvetter	57.68665	12.21169	P	PPL	SE	8839		63	Europe/Stockholm		
Landskrona	55.8708	12.83016	P	PPLA2	SE	32229		7	Europe/Stockholm		
Landsbro	57.36667	14.9	P	PPL	SE	1438		205	Europe/Stockholm		
Lammhult	57.16667	14.58333	P	PPL	SE	1694		210	Europe/Stockholm		
Laholm	56.51207	13.04371	P	PPLA2	SE	6527		17	Europe/Stockholm		
Lagan	56.91667	13.98333	P	PPL	SE	1550		148	Europe/Stockholm		
Kvissleby	62.29361	17.375	P	PPL	SE	8785		1	Europe/Stockholm		
Kvidinge	56.13386	13.04678	P	PPL	SE	1823		31	Europe/Stockholm		
Kvicksund	59.45099	16.32131	P	PPL	SE	2179		14	Europe/Stockholm		
Kvaenum	58.3	13.18333	P	PPL	SE	1278		81	Europe/Stockholm		
Kungsoer	59.42245	16.09656	P	PPLA2	SE	5885		30	Europe/Stockholm		
Kungsholmen	59.33183	18.04118	P	PPLX	SE	69363		28	Europe/Stockholm		
Kungshamn	58.36305	11.25938	P	PPLA2	SE	3657		14	Europe/Stockholm		
Kungsbacka	57.48719	12.07612	P	PPLA2	SE	18698		6	Europe/Stockholm		
Kungsaengen	59.47857	17.74834	P	PPLA2	SE	10151		39	Europe/Stockholm		
Kungaelv	57.87096	11.98054	P	PPLA2	SE	24101		13	Europe/Stockholm		
Kummelnas	59.35	18.28333	P	PPL	SE	3360		36	Europe/Stockholm		
Kumla	59.1277	15.14341	P	PPLA2	SE	16663		57	Europe/Stockholm		
Krylbo	60.13333	16.21667	P	PPL	SE	4072		66	Europe/Stockholm		
Krokom	63.32589	14.44883	P	PPLA2	SE	1953		294	Europe/Stockholm		
Krokek	58.67231	16.36741	P	PPL	SE	5053		26	Europe/Stockholm		
Kristinehamn	59.30978	14.10808	P	PPLA2	SE	18557		55	Europe/Stockholm		
Kristianstad	56.03129	14.15242	P	PPLA2	SE	39762		8	Europe/Stockholm		
Kristdala	57.4007	16.20496	P	PPL	SE	1016		80	Europe/Stockholm		
Kramfors	62.93161	17.77646	P	PPLA2	SE	6582		1	Europe/Stockholm		
Kopparmora	59.33306	18.58306	P	PPL	SE	2280		29	Europe/Stockholm		
Kopparberg	59.87597	14.99436	P	PPLA2	SE	3065		167	Europe/Stockholm		
Koepmanholmen	63.16667	18.56667	P	PPL	SE	1194		9	Europe/Stockholm		
Koepingebro	55.45526	13.93453	P	PPL	SE	1254		9	Europe/Stockholm		
Koeping	59.51404	15.99255	P	PPLA2	SE	18355		14	Europe/Stockholm		
Kolsva	59.6	15.83333	P	PPL	SE	2440		47	Europe/Stockholm		
Kolbaeck	59.56516	16.23037	P	PPL	SE	2034		24	Europe/Stockholm		
Kode	57.94263	11.85051	P	PPL	SE	1605		27	Europe/Stockholm		
Knivsta	59.72564	17.78753	P	PPLA2	SE	7977		18	Europe/Stockholm		
Knislinge	56.18333	14.08333	P	PPL	SE	3144		23	Europe/Stockholm		
Knaered	56.51861	13.32423	P	PPL	SE	1211		88	Europe/Stockholm		
Klippan	56.13559	13.13086	P	PPLA2	SE	8411		36	Europe/Stockholm		
Klintehamn	57.38667	18.20371	P	PPL	SE	1490		6	Europe/Stockholm		
Klagerup	55.59416	13.24574	P	PPL	SE	1940		30	Europe/Stockholm		
Kista	59.40316	17.94479	P	PPL	SE	10254		27	Europe/Stockholm		
Kisa	57.98781	15.63303	P	PPLA2	SE	3776		108	Europe/Stockholm		
Kinna	57.50728	12.69463	P	PPLA2	SE	15019		65	Europe/Stockholm		
Kimstad	58.54967	15.96296	P	PPL	SE	1469		44	Europe/Stockholm		
Kilafors	61.23333	16.56667	P	PPL	SE	1197		39	Europe/Stockholm		
Kil	59.50234	13.31277	P	PPLA2	SE	7627		101	Europe/Stockholm		
Kaxholmen	57.85345	14.30457	P	PPL	SE	1561		145	Europe/Stockholm		
Kaevlinge	55.79188	13.11021	P	PPLA2	SE	9320		13	Europe/Stockholm		
Katrineholm	58.99587	16.20721	P	PPLA2	SE	23283		51	Europe/Stockholm		
Karlstad	59.3793	13.50357	P	PPLA	SE	61492		58	Europe/Stockholm		
Karlskrona	56.16156	15.58661	P	PPLA	SE	36477		18	Europe/Stockholm		
Karlskoga	59.32667	14.52386	P	PPLA2	SE	27490		119	Europe/Stockholm		
Karlshamn	56.1706	14.86188	P	PPLA2	SE	20112		14	Europe/Stockholm		
Karlsborg	58.53724	14.5047	P	PPLA2	SE	3624		93	Europe/Stockholm		
Karlholmsbruk	60.52091	17.63152	P	PPL	SE	1193		8	Europe/Stockholm		
Kalmar	56.66157	16.36163	P	PPLA	SE	38408		7	Europe/Stockholm		
Kallinge	56.24841	15.28721	P	PPL	SE	4664		55	Europe/Stockholm		
Kallered	57.60992	12.05106	P	PPL	SE	6784		15	Europe/Stockholm		
Kaellby	58.50999	13.30582	P	PPL	SE	1737		59	Europe/Stockholm		
Kageroed	55.99976	13.08795	P	PPL	SE	1516		127	Europe/Stockholm		
Jursla	58.66667	16.18333	P	PPL	SE	1647		27	Europe/Stockholm		
Joerlanda	57.9863	11.82943	P	PPL	SE	1465		18	Europe/Stockholm		
Jordbro	59.14972	18.11667	P	PPL	SE	10757		52	Europe/Stockholm		
Jonstorp	58	12.71667	P	PPL	SE	1771		107	Europe/Stockholm		
Jonstorp	56.2338	12.67184	P	PPL	SE	1972		9	Europe/Stockholm		
Joenkoeping	57.78145	14.15618	P	PPLA	SE	93797		100	Europe/Stockholm		
Jokkmokk	66.60665	19.82324	P	PPLA2	SE	2794		251	Europe/Stockholm		
Johannedal	62.43424	17.37273	P	PPL	SE	2592		39	Europe/Stockholm		
Jaervsoe	61.71667	16.16667	P	PPL	SE	1557		111	Europe/Stockholm		
Jaerpen	63.3462	13.46572	P	PPLA2	SE	1539		330	Europe/Stockholm		
Jaerna	60.53333	14.36667	P	PPL	SE	1725		234	Europe/Stockholm		
Jaerna	59.09165	17.56615	P	PPL	SE	6038		42	Europe/Stockholm		
Jaerbo	60.71667	16.6	P	PPL	SE	1813		111	Europe/Stockholm		
Jaemshoeg	56.23333	14.51667	P	PPL	SE	1612		74	Europe/Stockholm		
Jaemjoe	56.19187	15.84115	P	PPL	SE	2629		6	Europe/Stockholm		
Jakobsberg	59.42268	17.83508	P	PPLA2	SE	24046		25	Europe/Stockholm		
Irsta	59.7	16.93333	P	PPL	SE	2534		31	Europe/Stockholm		
Irsta	59.6	16.7	P	PPL	SE	2809		22	Europe/Stockholm		
Insjon	64.4	17.48333	P	PPL	SE	2150		422	Europe/Stockholm		
Insjoen	60.67688	15.09487	P	PPL	SE	2141		200	Europe/Stockholm		
Ingelstad	56.75	14.91667	P	PPL	SE	1762		160	Europe/Stockholm		
Iggesund	61.64219	17.07477	P	PPL	SE	3419		30	Europe/Stockholm		
Hyltebruk	56.99892	13.23958	P	PPLA2	SE	3992		119	Europe/Stockholm		
Hyllinge	56.1	12.85	P	PPL	SE	2287		13	Europe/Stockholm		
Husum	63.33333	19.16667	P	PPL	SE	1563		2	Europe/Stockholm		
Huskvarna	57.78596	14.30214	P	PPL	SE	21500		217	Europe/Stockholm		
Hunnebostrand	58.44127	11.3032	P	PPL	SE	2053		26	Europe/Stockholm		
Hultsfred	57.48815	15.84357	P	PPLA2	SE	5510		104	Europe/Stockholm		
Hudiksvall	61.72744	17.10558	P	PPLA2	SE	16081		2	Europe/Stockholm		
Huddinge	59.23705	17.98192	P	PPLA2	SE	90182		33	Europe/Stockholm		
Hovsta	59.35	15.21667	P	PPL	SE	2831		39	Europe/Stockholm		
Hovmantorp	56.78685	15.14023	P	PPL	SE	3082		152	Europe/Stockholm		
Hoeviksnaes	58.03333	11.76667	P	PPL	SE	1750		-9999	Europe/Stockholm		
Hova	58.85363	14.21914	P	PPLA2	SE	1254		112	Europe/Stockholm		
Horred	57.35475	12.47777	P	PPL	SE	1203		27	Europe/Stockholm		
Hoernefors	63.62312	19.90856	P	PPL	SE	2514	2	-9999	Europe/Stockholm		
Horndal	60.3	16.41667	P	PPL	SE	1120		120	Europe/Stockholm		
Hoerby	55.85238	13.66094	P	PPLA2	SE	7459		81	Europe/Stockholm		
Hoeoer	55.93444	13.5385	P	PPLA2	SE	12152		81	Europe/Stockholm		
Hoenoe	57.68972	11.64972	P	PPL	SE	5293		5	Europe/Stockholm		
Holo	59.28333	18.66667	P	PPL	SE	1199		30	Europe/Stockholm		
Hoeloe	59.01667	17.53333	P	PPL	SE	1477		47	Europe/Stockholm		
Hoellviken	55.40982	12.9558	P	PPL	SE	14889		4	Europe/Stockholm		
Hoekoepinge	55.49411	13.00782	P	PPL	SE	1164		15	Europe/Stockholm		
Hoekasen	59.66667	16.58333	P	PPL	SE	2986		59	Europe/Stockholm		
Hoegsby	57.16597	16.02562	P	PPLA2	SE	1923		72	Europe/Stockholm		
Hoeganaes	56.19971	12.55795	P	PPLA2	SE	14778		6	Europe/Stockholm		
Hofterup	55.80485	12.9797	P	PPL	SE	3814		3	Europe/Stockholm		
Hofors	60.54573	16.28668	P	PPLA2	SE	6090		114	Europe/Stockholm		
Hjuvik	57.70167	11.71639	P	PPL	SE	3754		13	Europe/Stockholm		
Hjo	58.30133	14.28784	P	PPLA2	SE	6203		98	Europe/Stockholm		
Hjaernarp	56.31667	12.91667	P	PPL	SE	1095		43	Europe/Stockholm		
Hittarp	56.28333	14.11667	P	PPL	SE	3837		74	Europe/Stockholm		
Hittarp	56.1	12.63333	P	PPL	SE	4545		5	Europe/Stockholm		
Hindas	57.70338	12.44657	P	PPL	SE	2901		140	Europe/Stockholm		
Hillerstorp	57.31293	13.88437	P	PPL	SE	1746		174	Europe/Stockholm		
Hestra	57.91667	14.58333	P	PPL	SE	1326		286	Europe/Stockholm		
Hestra	57.44232	13.59575	P	PPL	SE	1327		185	Europe/Stockholm		
Herrljunga	58.07739	13.02662	P	PPLA2	SE	3982		112	Europe/Stockholm		
Herrestad	58.38333	14.8	P	PPL	SE	2412		97	Europe/Stockholm		
Henan	58.23848	11.67598	P	PPLA2	SE	2243		4	Europe/Stockholm		
Hemse	57.23788	18.37443	P	PPL	SE	1668		26	Europe/Stockholm		
Hemmesta	59.31667	18.5	P	PPL	SE	4577		17	Europe/Stockholm		
Helsingborg	56.04673	12.69437	P	PPLA2	SE	104250		13	Europe/Stockholm		
Hedesunda	60.4	17	P	PPL	SE	1067		52	Europe/Stockholm		
Hedemora	60.27973	15.98855	P	PPLA2	SE	7371		101	Europe/Stockholm		
Heby	59.93815	16.86217	P	PPLA2	SE	2724		55	Europe/Stockholm		
Haverdal	56.72222	12.67194	P	PPL	SE	1681		8	Europe/Stockholm		
Haestveda	56.28468	13.93547	P	PPL	SE	1693		68	Europe/Stockholm		
Hassloe	56.11667	15.48333	P	PPL	SE	1606		7	Europe/Stockholm		
Haessleholm	56.15905	13.76638	P	PPLA2	SE	19309		58	Europe/Stockholm		
Harplinge	56.74491	12.72758	P	PPL	SE	1498		22	Europe/Stockholm		
Haernoesand	62.63228	17.93794	P	PPLA	SE	18426		25	Europe/Stockholm		
Haninge	59.16775	18.14478	P	PPL	SE	74968		67	Europe/Stockholm		
Handen	59.16809	18.13796	P	PPLA2	SE	11524		66	Europe/Stockholm		
Hanaskog	56.16061	14.09307	P	PPL	SE	1385		20	Europe/Stockholm		
Hammerdal	63.57615	15.36516	P	PPL	SE	1043		293	Europe/Stockholm		
Hammarstrand	63.11041	16.35377	P	PPLA2	SE	1116		124	Europe/Stockholm		
Hammar	56.01667	14.21667	P	PPL	SE	3311		4	Europe/Stockholm		
Halmstad	56.67446	12.85676	P	PPLA	SE	66124		11	Europe/Stockholm		
Hallstavik	60.05	18.6	P	PPL	SE	4536		31	Europe/Stockholm		
Hallstahammar	59.61395	16.22846	P	PPLA2	SE	10787		35	Europe/Stockholm		
Hallsberg	59.06463	15.10993	P	PPLA2	SE	8146		55	Europe/Stockholm		
Haellevik	56.01667	14.7	P	PPL	SE	1545		8	Europe/Stockholm		
Haelleforsnaes	59.15208	16.497	P	PPL	SE	1624		79	Europe/Stockholm		
Haellefors	59.78388	14.52197	P	PPLA2	SE	4449		201	Europe/Stockholm		
Haellbybrunn	59.39152	16.42229	P	PPL	SE	3323		41	Europe/Stockholm		
Hallabrottet	59.11667	15.2	P	PPL	SE	1806		60	Europe/Stockholm		
Haeljarp	55.85	12.91667	P	PPL	SE	3134		5	Europe/Stockholm		
Hagfors	60.02378	13.67214	P	PPLA2	SE	4869		150	Europe/Stockholm		
Habo	57.91185	14.07444	P	PPLA2	SE	7740		182	Europe/Stockholm		
Gusum	58.2688	16.49894	P	PPL	SE	1149		64	Europe/Stockholm		
Gustavsberg	59.32684	18.38975	P	PPLA2	SE	20774		7	Europe/Stockholm		
Gunnebo	57.71667	16.53333	P	PPL	SE	1022		31	Europe/Stockholm		
Gullspang	58.98615	14.09644	P	PPL	SE	1568		58	Europe/Stockholm		
Gullbrandstorp	56.7	12.73333	P	PPL	SE	1642		28	Europe/Stockholm		
Grycksbo	60.68751	15.48507	P	PPL	SE	1870		131	Europe/Stockholm		
Grums	59.35141	13.11105	P	PPLA2	SE	5040		64	Europe/Stockholm		
Grillby	59.62603	17.25787	P	PPL	SE	1028		46	Europe/Stockholm		
Grebo	58.30145	15.87085	P	PPL	SE	1047		59	Europe/Stockholm		
Grebbestad	58.70248	11.25738	P	PPL	SE	1877		15	Europe/Stockholm		
Graestorp	58.33219	12.68122	P	PPLA2	SE	2946		64	Europe/Stockholm		
Graenna	58.01667	14.46667	P	PPL	SE	2726		203	Europe/Stockholm		
Graengesberg	60.07465	15.00784	P	PPL	SE	2146		305	Europe/Stockholm		
Grabo	57.83625	12.29954	P	PPL	SE	6021		73	Europe/Stockholm		
Goetene	58.52824	13.49458	P	PPLA2	SE	5027		79	Europe/Stockholm		
Goeteborg	57.70716	11.96679	P	PPLA	SE	572799		10	Europe/Stockholm		
Goeta	58.10617	12.15254	P	PPL	SE	1002		56	Europe/Stockholm		
Gnosjoe	57.3585	13.73686	P	PPLA2	SE	4528		177	Europe/Stockholm		
Gnesta	59.04751	17.31191	P	PPLA2	SE	5772		19	Europe/Stockholm		
Gnarp	62.04874	17.25858	P	PPL	SE	1199		30	Europe/Stockholm		
Glumsloev	55.94091	12.80929	P	PPL	SE	2093		62	Europe/Stockholm		
Glommen	56.93333	12.35	P	PPL	SE	1082		-9999	Europe/Stockholm		
Glimakra	56.3	14.13333	P	PPL	SE	1466		72	Europe/Stockholm		
Gislaved	57.3044	13.54078	P	PPLA2	SE	10180		167	Europe/Stockholm		
Getinge	56.81667	12.73333	P	PPL	SE	1909		23	Europe/Stockholm		
Genarp	55.59907	13.3982	P	PPL	SE	2962		34	Europe/Stockholm		
Gemla	56.86753	14.64379	P	PPL	SE	1462		156	Europe/Stockholm		
Gaevle	60.67452	17.14174	P	PPLA	SE	74884		3	Europe/Stockholm		
Gaersnaes	55.54949	14.17923	P	PPL	SE	1094		62	Europe/Stockholm		
Garphyttan	59.30429	14.94623	P	PPL	SE	1613		99	Europe/Stockholm		
Gantofta	55.98729	12.80482	P	PPL	SE	1322		34	Europe/Stockholm		
Ganghester	57.7	13.01667	P	PPL	SE	2533		219	Europe/Stockholm		
Gamleby	57.89485	16.40508	P	PPL	SE	2758		32	Europe/Stockholm		
Gamla Uppsala	59.89817	17.63386	P	PPLX	SE	16231		34	Europe/Stockholm		
Gagnef	60.59856	15.07745	P	PPLA2	SE	1199		172	Europe/Stockholm		
Fyllinge	56.65	12.91667	P	PPL	SE	2830		15	Europe/Stockholm		
Furulund	57.71667	12.13333	P	PPL	SE	3888		145	Europe/Stockholm		
Furulund	55.7738	13.09022	P	PPL	SE	4359		25	Europe/Stockholm		
Froevi	59.46667	15.36667	P	PPL	SE	2480		45	Europe/Stockholm		
Froesakull	56.68333	12.73333	P	PPL	SE	2296		28	Europe/Stockholm		
Fritsla	57.55655	12.78457	P	PPL	SE	2307		85	Europe/Stockholm		
Fristad	57.82483	13.01064	P	PPL	SE	5409		152	Europe/Stockholm		
Frillesas	57.31667	12.16667	P	PPL	SE	2832		14	Europe/Stockholm		
Fraensta	62.49855	16.17016	P	PPL	SE	2062		74	Europe/Stockholm		
Foersloev	56.35	12.81667	P	PPL	SE	2386		47	Europe/Stockholm		
Forsheda	57.16415	13.83016	P	PPL	SE	1510		153	Europe/Stockholm		
Forshaga	59.52541	13.48127	P	PPLA2	SE	6361		63	Europe/Stockholm		
Forserum	57.7	14.46667	P	PPL	SE	2080		277	Europe/Stockholm		
Forsbacka	60.61667	16.88333	P	PPL	SE	1754		52	Europe/Stockholm		
Floby	58.13333	13.33333	P	PPL	SE	1562		177	Europe/Stockholm		
Flen	59.05834	16.58781	P	PPLA2	SE	6594		37	Europe/Stockholm		
Fjugesta	59.17375	14.87227	P	PPLA2	SE	2160		69	Europe/Stockholm		
Fjaeras kyrkby	57.45913	12.17508	P	PPL	SE	2385		26	Europe/Stockholm		
Fjaelkinge	56.04364	14.27562	P	PPL	SE	1832		26	Europe/Stockholm		
Fittja	59.24868	17.85991	P	PPL	SE	7500		31	Europe/Stockholm		
Finspang	58.70578	15.76739	P	PPLA2	SE	12807		46	Europe/Stockholm		
Filipstad	59.71236	14.16831	P	PPLA2	SE	6119		137	Europe/Stockholm		
Fellingsbro	59.43333	15.58333	P	PPL	SE	1475		26	Europe/Stockholm		
Faerloev	56.06667	14.08333	P	PPL	SE	1016		22	Europe/Stockholm		
Faerjestaden	56.6499	16.46859	P	PPL	SE	5645		3	Europe/Stockholm		
Faerila	61.80011	15.84422	P	PPL	SE	1398		156	Europe/Stockholm		
Faergelanda	58.56816	11.99235	P	PPLA2	SE	1986		94	Europe/Stockholm		
Falun	60.60357	15.62597	P	PPLA	SE	37000		97	Europe/Stockholm		
Falkoeping	58.17347	13.55068	P	PPLA2	SE	17170		217	Europe/Stockholm		
Falkenberg	56.90552	12.49118	P	PPLA2	SE	24099		15	Europe/Stockholm		
Fagersta	60.00418	15.79316	P	PPLA2	SE	11936		110	Europe/Stockholm		
Esloev	55.83928	13.30393	P	PPLA2	SE	18592		68	Europe/Stockholm		
Eskilstuna	59.36661	16.5077	P	PPLA2	SE	67359		27	Europe/Stockholm		
Eriksberg	59.24241	17.81631	P	PPL	SE	3200		72	Europe/Stockholm		
Enkoeping	59.63607	17.07768	P	PPLA2	SE	22553		16	Europe/Stockholm		
Enebyberg	59.43333	18.05	P	PPL	SE	5000		21	Europe/Stockholm		
Enbacka	60.40993	15.59575	P	PPL	SE	1899		114	Europe/Stockholm		
Emmaboda	56.63268	15.53648	P	PPLA2	SE	4818		127	Europe/Stockholm		
Elloes	58.18333	11.46667	P	PPL	SE	1036		3	Europe/Stockholm		
Eksjoe	57.66643	14.97205	P	PPLA2	SE	10157		215	Europe/Stockholm		
Ekshaerad	60.17275	13.49647	P	PPL	SE	1020		150	Europe/Stockholm		
Ekeroe	59.291	17.81212	P	PPLA2	SE	11505		13	Europe/Stockholm		
Ekenaessjoen	57.49175	15.02226	P	PPL	SE	1563		227	Europe/Stockholm		
Ekeby-Almby	59.26	15.33	P	PPL	SE	1531		45	Europe/Stockholm		
Ekaengen	58.46667	15.63333	P	PPL	SE	2485		40	Europe/Stockholm		
Edsbyn	61.37692	15.81747	P	PPLA2	SE	4179		155	Europe/Stockholm		
Ed	58.91247	11.93308	P	PPLA2	SE	2994		152	Europe/Stockholm		
Dorotea	64.26185	16.41306	P	PPLA2	SE	1491		336	Europe/Stockholm		
Donsoe	57.6	11.79917	P	PPL	SE	1446		12	Europe/Stockholm		
Djursholm	59.39926	18.05619	P	PPLA2	SE	8856		22	Europe/Stockholm		
Djuroe	59.32653	18.71152	P	PPL	SE	1442		-9999	Europe/Stockholm		
Djuras	60.56061	15.13281	P	PPL	SE	2128		172	Europe/Stockholm		
Diseroed	57.92636	12.02598	P	PPL	SE	1328		32	Europe/Stockholm		
Dingtuna	59.57279	16.38722	P	PPL	SE	1021		21	Europe/Stockholm		
Delsbo	61.80104	16.55571	P	PPL	SE	2185		62	Europe/Stockholm		
Deje	59.6066	13.47434	P	PPL	SE	2702		114	Europe/Stockholm		
Degerfors	59.23797	14.43077	P	PPLA2	SE	7190		112	Europe/Stockholm		
Degeberga	55.83333	14.08333	P	PPL	SE	1328		33	Europe/Stockholm		
Dals Langed	58.92555	12.30865	P	PPL	SE	1407		142	Europe/Stockholm		
Dalsjoefors	57.71667	13.08333	P	PPL	SE	3606		249	Europe/Stockholm		
Dalby	59.53333	17.35	P	PPL	SE	5517		15	Europe/Stockholm		
Dalby	55.66655	13.34976	P	PPL	SE	6302		76	Europe/Stockholm		
Dalaroe	59.13306	18.40639	P	PPL	SE	1849		27	Europe/Stockholm		
Charlottenberg	59.88422	12.30398	P	PPLA2	SE	2368		134	Europe/Stockholm		
Bunkeflostrand	55.54478	12.92375	P	PPL	SE	13048		9	Europe/Stockholm		
Bua	57.56667	12.66667	P	PPL	SE	1792		80	Europe/Stockholm		
